path,emotion
archive (3)/Train/sad/image0014434.jpg,Smutek
archive (3)/Train/fear/image0037625.jpg,Strach
archive (3)/Train/happy/ffhq_3374.png,Szczęście
archive (3)/Test/Anger/image0012119.jpg,Złość
archive (3)/Test/happy/ffhq_2473.png,Szczęście
archive (3)/Train/happy/ffhq_4360.png,Szczęście
archive (3)/Train/happy/ffhq_4309.png,Szczęście
archive (3)/Train/happy/ffhq_4470.png,Szczęście
archive (3)/Test/happy/ffhq_1388.png,Szczęście
archive (3)/Test/fear/image0032366.jpg,Strach
archive (3)/Test/happy/ffhq_2650.png,Szczęście
archive (3)/Test/fear/image0018772.jpg,Strach
archive (3)/Train/anger/image0030547.jpg,Złość
archive (3)/Test/Anger/image0016252.jpg,Złość
archive (3)/Test/surprise/image0007902.jpg,Zaskoczenie
archive (3)/Train/sad/image0016454.jpg,Smutek
archive (3)/Train/fear/image0037154.jpg,Strach
archive (3)/Test/fear/image0032869.jpg,Strach
archive (3)/Train/happy/ffhq_2840.png,Szczęście
archive (3)/Test/surprise/ffhq_226.png,Zaskoczenie
archive (3)/Test/sad/image0010608.jpg,Smutek
archive (3)/Test/happy/ffhq_419.png,Szczęście
archive (3)/Train/fear/image0037342.jpg,Strach
archive (3)/Train/sad/image0015854.jpg,Smutek
archive (3)/Train/sad/image0027630.jpg,Smutek
archive (3)/Train/surprise/image0033805.jpg,Zaskoczenie
archive (3)/Test/sad/image0012389.jpg,Smutek
archive (3)/Train/surprise/image0027114.jpg,Zaskoczenie
archive (3)/Test/Anger/image0003769.jpg,Złość
archive (3)/Train/fear/image0036948.jpg,Strach
archive (3)/Train/anger/image0027338.jpg,Złość
archive (3)/Test/fear/image0025029.jpg,Strach
archive (3)/Test/happy/ffhq_524.png,Szczęście
archive (3)/Test/fear/image0030246.jpg,Strach
archive (3)/Test/Anger/image0018074.jpg,Złość
archive (3)/Train/sad/image0026051.jpg,Smutek
archive (3)/Test/happy/ffhq_1224.png,Szczęście
archive (3)/Train/sad/image0027800.jpg,Smutek
archive (3)/Train/sad/image0008447.jpg,Smutek
archive (3)/Train/sad/image0028445.jpg,Smutek
archive (3)/Train/sad/image0028630.jpg,Smutek
archive (3)/Test/surprise/ffhq_366.png,Zaskoczenie
archive (3)/Train/sad/image0021055.jpg,Smutek
archive (3)/Test/Anger/image0002220.jpg,Złość
archive (3)/Test/fear/image0005766.jpg,Strach
archive (3)/Test/surprise/image0018910.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_2375.png,Szczęście
archive (3)/Train/surprise/image0030892.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_2318.png,Szczęście
archive (3)/Train/fear/image0035769.jpg,Strach
archive (3)/Test/sad/image0019961.jpg,Smutek
archive (3)/Train/fear/image0037184.jpg,Strach
archive (3)/Test/sad/image0004093.jpg,Smutek
archive (3)/Train/sad/image0024898.jpg,Smutek
archive (3)/Test/happy/ffhq_2643.png,Szczęście
archive (3)/Test/Anger/image0009562.jpg,Złość
archive (3)/Test/Anger/image0011986.jpg,Złość
archive (3)/Test/fear/image0030830.jpg,Strach
archive (3)/Train/sad/image0015505.jpg,Smutek
archive (3)/Train/happy/ffhq_4859.png,Szczęście
archive (3)/Train/sad/image0022505.jpg,Smutek
archive (3)/Test/happy/ffhq_226.png,Szczęście
archive (3)/Test/surprise/image0001659.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_2655.png,Szczęście
archive (3)/Test/fear/image0031624.jpg,Strach
archive (3)/Train/fear/image0036168.jpg,Strach
archive (3)/Train/sad/image0018340.jpg,Smutek
archive (3)/Test/happy/ffhq_2257.png,Szczęście
archive (3)/Train/surprise/image0031350.jpg,Zaskoczenie
archive (3)/Train/anger/image0022534.jpg,Złość
archive (3)/Test/happy/ffhq_1328.png,Szczęście
archive (3)/Test/sad/image0013919.jpg,Smutek
archive (3)/Test/Anger/image0018096.jpg,Złość
archive (3)/Test/happy/ffhq_2487.png,Szczęście
archive (3)/Train/anger/image0029817.jpg,Złość
archive (3)/Test/happy/ffhq_1476.png,Szczęście
archive (3)/Train/sad/image0008332.jpg,Smutek
archive (3)/Train/sad/image0029567.jpg,Smutek
archive (3)/Test/sad/image0017874.jpg,Smutek
archive (3)/Test/happy/ffhq_1271.png,Szczęście
archive (3)/Test/happy/ffhq_2247.png,Szczęście
archive (3)/Test/happy/ffhq_2701.png,Szczęście
archive (3)/Test/surprise/ffhq_33.png,Zaskoczenie
archive (3)/Test/happy/ffhq_1830.png,Szczęście
archive (3)/Train/sad/image0014479.jpg,Smutek
archive (3)/Test/surprise/image0019899.jpg,Zaskoczenie
archive (3)/Train/happy/ffhq_4894.png,Szczęście
archive (3)/Train/happy/ffhq_4245.png,Szczęście
archive (3)/Train/fear/image0035660.jpg,Strach
archive (3)/Train/happy/ffhq_3287.png,Szczęście
archive (3)/Test/Anger/image0005726.jpg,Złość
archive (3)/Train/surprise/image0030598.jpg,Zaskoczenie
archive (3)/Train/fear/image0040238.jpg,Strach
archive (3)/Train/sad/image0026052.jpg,Smutek
archive (3)/Train/sad/image0024651.jpg,Smutek
archive (3)/Train/surprise/image0027843.jpg,Zaskoczenie
archive (3)/Train/sad/image0014922.jpg,Smutek
archive (3)/Test/surprise/image0022407.jpg,Zaskoczenie
archive (3)/Test/fear/image0031810.jpg,Strach
archive (3)/Test/Anger/image0012473.jpg,Złość
archive (3)/Train/surprise/image0025391.jpg,Zaskoczenie
archive (3)/Train/surprise/image0030955.jpg,Zaskoczenie
archive (3)/Train/happy/ffhq_3989.png,Szczęście
archive (3)/Train/sad/image0015377.jpg,Smutek
archive (3)/Test/happy/ffhq_2624.png,Szczęście
archive (3)/Train/happy/ffhq_3531.png,Szczęście
archive (3)/Test/surprise/image0006567.jpg,Zaskoczenie
archive (3)/Train/sad/image0005650.jpg,Smutek
archive (3)/Train/anger/image0022439.jpg,Złość
archive (3)/Train/happy/ffhq_4737.png,Szczęście
archive (3)/Test/sad/image0010323.jpg,Smutek
archive (3)/Train/fear/image0037994.jpg,Strach
archive (3)/Test/Anger/image0003308.jpg,Złość
archive (3)/Test/happy/ffhq_2302.png,Szczęście
archive (3)/Test/happy/ffhq_1365.png,Szczęście
archive (3)/Test/fear/image0032561.jpg,Strach
archive (3)/Test/happy/ffhq_2490.png,Szczęście
archive (3)/Train/sad/image0017881.jpg,Smutek
archive (3)/Train/anger/image0029271.jpg,Złość
archive (3)/Test/happy/ffhq_2517.png,Szczęście
archive (3)/Test/Anger/image0018145.jpg,Złość
archive (3)/Test/surprise/image0013821.jpg,Zaskoczenie
archive (3)/Train/surprise/image0032673.jpg,Zaskoczenie
archive (3)/Train/happy/ffhq_4685.png,Szczęście
archive (3)/Test/surprise/image0001847.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_1692.png,Szczęście
archive (3)/Train/fear/image0037288.jpg,Strach
archive (3)/Train/sad/image0019510.jpg,Smutek
archive (3)/Test/fear/image0035028.jpg,Strach
archive (3)/Train/sad/image0009594.jpg,Smutek
archive (3)/Train/anger/image0028092.jpg,Złość
archive (3)/Train/surprise/image0028328.jpg,Zaskoczenie
archive (3)/Train/surprise/image0032813.jpg,Zaskoczenie
archive (3)/Train/happy/ffhq_4562.png,Szczęście
archive (3)/Train/fear/image0036158.jpg,Strach
archive (3)/Test/fear/image0023095.jpg,Strach
archive (3)/Test/surprise/ffhq_503.png,Zaskoczenie
archive (3)/Test/surprise/ffhq_228.png,Zaskoczenie
archive (3)/Train/sad/image0020144.jpg,Smutek
archive (3)/Train/surprise/image0024015.jpg,Zaskoczenie
archive (3)/Test/fear/image0035023.jpg,Strach
archive (3)/Test/happy/ffhq_1357.png,Szczęście
archive (3)/Train/sad/image0030351.jpg,Smutek
archive (3)/Train/anger/image0024011.jpg,Złość
archive (3)/Train/sad/image0019226.jpg,Smutek
archive (3)/Test/sad/image0010407.jpg,Smutek
archive (3)/Train/sad/image0030253.jpg,Smutek
archive (3)/Test/happy/ffhq_795.png,Szczęście
archive (3)/Train/happy/ffhq_3151.png,Szczęście
archive (3)/Train/fear/image0036795.jpg,Strach
archive (3)/Test/fear/image0035316.jpg,Strach
archive (3)/Train/sad/image0030041.jpg,Smutek
archive (3)/Train/sad/image0020408.jpg,Smutek
archive (3)/Train/fear/image0039765.jpg,Strach
archive (3)/Test/fear/image0030317.jpg,Strach
archive (3)/Train/surprise/image0029722.jpg,Zaskoczenie
archive (3)/Train/fear/image0039483.jpg,Strach
archive (3)/Train/sad/image0012535.jpg,Smutek
archive (3)/Train/sad/image0028790.jpg,Smutek
archive (3)/Test/fear/image0032160.jpg,Strach
archive (3)/Test/happy/ffhq_910.png,Szczęście
archive (3)/Train/surprise/image0029826.jpg,Zaskoczenie
archive (3)/Test/Anger/image0016351.jpg,Złość
archive (3)/Train/happy/ffhq_3900.png,Szczęście
archive (3)/Train/sad/image0024676.jpg,Smutek
archive (3)/Test/fear/image0031847.jpg,Strach
archive (3)/Train/surprise/image0026953.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_2108.png,Szczęście
archive (3)/Test/surprise/image0021108.jpg,Zaskoczenie
archive (3)/Test/surprise/image0019616.jpg,Zaskoczenie
archive (3)/Test/fear/image0032226.jpg,Strach
archive (3)/Train/fear/image0040021.jpg,Strach
archive (3)/Train/happy/ffhq_3231.png,Szczęście
archive (3)/Test/fear/image0034667.jpg,Strach
archive (3)/Train/sad/image0015370.jpg,Smutek
archive (3)/Train/happy/ffhq_4166.png,Szczęście
archive (3)/Train/surprise/image0027120.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_552.png,Szczęście
archive (3)/Train/surprise/image0030076.jpg,Zaskoczenie
archive (3)/Test/surprise/image0002180.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_2.png,Szczęście
archive (3)/Test/sad/image0017011.jpg,Smutek
archive (3)/Train/fear/image0040363.jpg,Strach
archive (3)/Test/happy/ffhq_2007.png,Szczęście
archive (3)/Train/happy/ffhq_4333.png,Szczęście
archive (3)/Train/sad/image0005884.jpg,Smutek
archive (3)/Train/anger/image0028993.jpg,Złość
archive (3)/Train/happy/ffhq_3696.png,Szczęście
archive (3)/Train/happy/ffhq_4825.png,Szczęście
archive (3)/Test/fear/image0031550.jpg,Strach
archive (3)/Test/surprise/image0007120.jpg,Zaskoczenie
archive (3)/Test/sad/image0005789.jpg,Smutek
archive (3)/Test/Anger/image0018088.jpg,Złość
archive (3)/Train/sad/image0022137.jpg,Smutek
archive (3)/Train/happy/ffhq_3868.png,Szczęście
archive (3)/Train/fear/image0038694.jpg,Strach
archive (3)/Test/fear/image0000284.jpg,Strach
archive (3)/Train/surprise/image0028408.jpg,Zaskoczenie
archive (3)/Test/surprise/image0022869.jpg,Zaskoczenie
archive (3)/Train/fear/image0040125.jpg,Strach
archive (3)/Train/fear/image0035633.jpg,Strach
archive (3)/Train/fear/image0038714.jpg,Strach
archive (3)/Test/happy/ffhq_1492.png,Szczęście
archive (3)/Train/sad/image0017914.jpg,Smutek
archive (3)/Train/happy/ffhq_2991.png,Szczęście
archive (3)/Test/surprise/image0004058.jpg,Zaskoczenie
archive (3)/Test/Anger/image0003049.jpg,Złość
archive (3)/Test/fear/image0019599.jpg,Strach
archive (3)/Train/happy/ffhq_4806.png,Szczęście
archive (3)/Train/happy/ffhq_4392.png,Szczęście
archive (3)/Train/sad/image0026916.jpg,Smutek
archive (3)/Test/sad/image0008581.jpg,Smutek
archive (3)/Test/happy/ffhq_1112.png,Szczęście
archive (3)/Test/surprise/ffhq_364.png,Zaskoczenie
archive (3)/Train/happy/ffhq_4807.png,Szczęście
archive (3)/Test/happy/ffhq_1487.png,Szczęście
archive (3)/Train/fear/image0038328.jpg,Strach
archive (3)/Train/sad/image0030336.jpg,Smutek
archive (3)/Train/happy/ffhq_4206.png,Szczęście
archive (3)/Train/sad/image0027334.jpg,Smutek
archive (3)/Train/anger/image0027375.jpg,Złość
archive (3)/Train/sad/image0011976.jpg,Smutek
archive (3)/Test/sad/image0007103.jpg,Smutek
archive (3)/Test/fear/image0031234.jpg,Strach
archive (3)/Train/surprise/image0034434.jpg,Zaskoczenie
archive (3)/Test/fear/image0024849.jpg,Strach
archive (3)/Train/sad/image0026988.jpg,Smutek
archive (3)/Test/happy/ffhq_529.png,Szczęście
archive (3)/Train/sad/image0015835.jpg,Smutek
archive (3)/Train/sad/image0001819.jpg,Smutek
archive (3)/Train/happy/ffhq_3701.png,Szczęście
archive (3)/Train/sad/image0028370.jpg,Smutek
archive (3)/Train/happy/ffhq_4763.png,Szczęście
archive (3)/Train/fear/image0036945.jpg,Strach
archive (3)/Train/happy/ffhq_3335.png,Szczęście
archive (3)/Test/sad/image0020688.jpg,Smutek
archive (3)/Test/fear/image0023677.jpg,Strach
archive (3)/Train/sad/image0021582.jpg,Smutek
archive (3)/Train/sad/image0002258.jpg,Smutek
archive (3)/Test/happy/ffhq_714.png,Szczęście
archive (3)/Test/fear/image0030778.jpg,Strach
archive (3)/Test/happy/ffhq_675.png,Szczęście
archive (3)/Train/surprise/image0031937.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_1861.png,Szczęście
archive (3)/Test/fear/image0029771.jpg,Strach
archive (3)/Train/happy/ffhq_4495.png,Szczęście
archive (3)/Train/anger/image0023018.jpg,Złość
archive (3)/Train/anger/image0029237.jpg,Złość
archive (3)/Train/happy/ffhq_4879.png,Szczęście
archive (3)/Train/sad/image0023096.jpg,Smutek
archive (3)/Train/surprise/image0034509.jpg,Zaskoczenie
archive (3)/Test/Anger/image0017978.jpg,Złość
archive (3)/Train/happy/ffhq_3976.png,Szczęście
archive (3)/Train/sad/image0018216.jpg,Smutek
archive (3)/Test/happy/ffhq_1392.png,Szczęście
archive (3)/Test/Anger/image0006771.jpg,Złość
archive (3)/Train/sad/image0013755.jpg,Smutek
archive (3)/Train/happy/ffhq_3204.png,Szczęście
archive (3)/Test/surprise/ffhq_79.png,Zaskoczenie
archive (3)/Train/anger/image0029588.jpg,Złość
archive (3)/Test/sad/image0021240.jpg,Smutek
archive (3)/Test/fear/image0023943.jpg,Strach
archive (3)/Train/surprise/image0032718.jpg,Zaskoczenie
archive (3)/Train/sad/image0020940.jpg,Smutek
archive (3)/Test/fear/image0016133.jpg,Strach
archive (3)/Train/happy/ffhq_4104.png,Szczęście
archive (3)/Test/happy/ffhq_1426.png,Szczęście
archive (3)/Test/happy/ffhq_2478.png,Szczęście
archive (3)/Test/sad/image0012273.jpg,Smutek
archive (3)/Train/sad/image0001569.jpg,Smutek
archive (3)/Train/surprise/image0028082.jpg,Zaskoczenie
archive (3)/Test/fear/image0024599.jpg,Strach
archive (3)/Test/sad/image0006117.jpg,Smutek
archive (3)/Train/surprise/image0034356.jpg,Zaskoczenie
archive (3)/Test/sad/image0012503.jpg,Smutek
archive (3)/Train/fear/image0036420.jpg,Strach
archive (3)/Train/sad/image0021605.jpg,Smutek
archive (3)/Test/fear/image0006401.jpg,Strach
archive (3)/Test/surprise/image0020206.jpg,Zaskoczenie
archive (3)/Test/Anger/image0012331.jpg,Złość
archive (3)/Train/surprise/image0027730.jpg,Zaskoczenie
archive (3)/Train/fear/image0040370.jpg,Strach
archive (3)/Train/happy/ffhq_4039.png,Szczęście
archive (3)/Test/fear/image0033212.jpg,Strach
archive (3)/Test/happy/ffhq_2667.png,Szczęście
archive (3)/Test/surprise/image0018849.jpg,Zaskoczenie
archive (3)/Test/Anger/image0016260.jpg,Złość
archive (3)/Test/Anger/image0003791.jpg,Złość
archive (3)/Train/sad/image0027185.jpg,Smutek
archive (3)/Test/fear/image0034266.jpg,Strach
archive (3)/Train/sad/image0023749.jpg,Smutek
archive (3)/Test/sad/image0008641.jpg,Smutek
archive (3)/Train/fear/image0038889.jpg,Strach
archive (3)/Test/surprise/ffhq_478.png,Zaskoczenie
archive (3)/Test/Anger/image0020291.jpg,Złość
archive (3)/Test/fear/image0026351.jpg,Strach
archive (3)/Train/sad/image0026312.jpg,Smutek
archive (3)/Train/sad/image0029952.jpg,Smutek
archive (3)/Train/surprise/image0033515.jpg,Zaskoczenie
archive (3)/Train/happy/ffhq_2706.png,Szczęście
archive (3)/Test/surprise/ffhq_182.png,Zaskoczenie
archive (3)/Train/sad/image0002226.jpg,Smutek
archive (3)/Train/happy/ffhq_4314.png,Szczęście
archive (3)/Test/fear/image0034011.jpg,Strach
archive (3)/Train/happy/ffhq_3727.png,Szczęście
archive (3)/Train/sad/image0028800.jpg,Smutek
archive (3)/Test/surprise/ffhq_378.png,Zaskoczenie
archive (3)/Train/sad/image0004595.jpg,Smutek
archive (3)/Test/happy/ffhq_1754.png,Szczęście
archive (3)/Train/sad/image0028407.jpg,Smutek
archive (3)/Train/sad/image0017958.jpg,Smutek
archive (3)/Test/Anger/image0016055.jpg,Złość
archive (3)/Train/happy/ffhq_3020.png,Szczęście
archive (3)/Test/Anger/image0005713.jpg,Złość
archive (3)/Test/Anger/image0005298.jpg,Złość
archive (3)/Test/surprise/ffhq_446.png,Zaskoczenie
archive (3)/Train/happy/ffhq_4751.png,Szczęście
archive (3)/Train/surprise/image0030699.jpg,Zaskoczenie
archive (3)/Test/surprise/image0022412.jpg,Zaskoczenie
archive (3)/Test/happy/ffhq_1695.png,Szczęście
archive (3)/Train/happy/ffhq_4229.png,Szczęście
archive (3)/Test/happy/ffhq_1053.png,Szczęście
archive (3)/Test/surprise/image0007478.jpg,Zaskoczenie
archive (3)/Train/sad/image0027869.jpg,Smutek
archive (3)/Train/happy/ffhq_4857.png,Szczęście
archive (3)/Train/anger/image0028721.jpg,Złość
archive (3)/Test/fear/image0035229.jpg,Strach
archive (3)/Train/happy/ffhq_4403.png,Szczęście
archive (3)/Train/anger/image0023527.jpg,Złość
archive (3)/Test/fear/image0030868.jpg,Strach
archive (3)/Train/sad/image0016751.jpg,Smutek
archive (3)/Train/sad/image0024366.jpg,Smutek
archive (3)/Train/anger/image0022273.jpg,Złość
archive (3)/Train/surprise/image0032787.jpg,Zaskoczenie
archive (3)/Train/sad/image0020010.jpg,Smutek
archive (3)/Test/fear/image0001991.jpg,Strach
archive (3)/Train/sad/image0023896.jpg,Smutek
archive (3)/Train/sad/image0025940.jpg,Smutek
archive (3)/Test/fear/image0024251.jpg,Strach
archive (3)/Train/sad/image0029284.jpg,Smutek
archive (3)/Test/sad/image0018687.jpg,Smutek
archive (3)/Train/sad/image0001842.jpg,Smutek
archive (3)/Train/sad/image0027990.jpg,Smutek
archive (3)/Train/fear/image0038677.jpg,Strach
archive (3)/Train/happy/ffhq_4724.png,Szczęście
archive (3)/Train/sad/image0020599.jpg,Smutek
archive (3)/Train/surprise/image0030851.jpg,Zaskoczenie
archive (3)/Test/Anger/image0012639.jpg,Złość
archive (3)/Train/happy/ffhq_4503.png,Szczęście
archive (3)/Test/Anger/image0009157.jpg,Złość
archive (3)/Test/fear/image0024267.jpg,Strach
archive (3)/Train/sad/image0016713.jpg,Smutek
archive (3)/Train/surprise/image0034896.jpg,Zaskoczenie
archive (3)/Test/Anger/image0020586.jpg,Złość
archive (3)/Test/happy/ffhq_2267.png,Szczęście
archive (3)/Test/Anger/image0015244.jpg,Złość
archive (3)/Train/sad/image0018420.jpg,Smutek
archive (3)/Train/surprise/image0034376.jpg,Zaskoczenie
archive (3)/Test/Anger/image0009379.jpg,Złość
archive (3)/Test/fear/image0033193.jpg,Strach
archive (3)/Train/happy/ffhq_2971.png,Szczęście
archive (3)/Test/surprise/ffhq_236.png,Zaskoczenie
archive (3)/Train/fear/image0039305.jpg,Strach
archive (3)/Test/fear/image0031144.jpg,Strach
archive (3)/Test/happy/ffhq_477.png,Szczęście
archive (3)/Test/Anger/image0019423.jpg,Złość
archive (3)/Train/anger/image0022523.jpg,Złość
archive (3)/Train/fear/image0040529.jpg,Strach
archive (3)/Train/anger/image0024649.jpg,Złość
archive (3)/Test/Anger/image0009370.jpg,Złość
archive (3)/Train/surprise/image0034795.jpg,Zaskoczenie
archive (3)/Train/surprise/image0026373.jpg,Zaskoczenie
archive (3)/Train/surprise/image0032619.jpg,Zaskoczenie
archive (3)/Test/surprise/image0022824.jpg,Zaskoczenie
archive (3)/Train/surprise/image0027129.jpg,Zaskoczenie
archive (3)/Test/surprise/image0012546.jpg,Zaskoczenie
archive (3)/Test/sad/image0006235.jpg,Smutek
archive (3)/Train/sad/image0005039.jpg,Smutek
archive (3)/Test/fear/image0035066.jpg,Strach
archive (3)/Test/surprise/image0017721.jpg,Zaskoczenie
archive (3)/Train/fear/image0037169.jpg,Strach
archive (3)/Train/sad/image0015373.jpg,Smutek
archive (3)/Train/happy/ffhq_3574.png,Szczęście
archive (3)/Train/anger/image0026394.jpg,Złość
archive (3)/Test/happy/ffhq_1189.png,Szczęście
archive (3)/Train/happy/ffhq_4345.png,Szczęście
archive (3)/Train/surprise/image0028580.jpg,Zaskoczenie
archive (3)/Test/sad/image0019079.jpg,Smutek
archive (3)/Test/happy/ffhq_1917.png,Szczęście
archive (3)/Train/fear/image0039234.jpg,Strach
archive (3)/Train/sad/image0022202.jpg,Smutek
archive (3)/Train/happy/ffhq_4532.png,Szczęście
archive (3)/Test/surprise/image0021576.jpg,Zaskoczenie
